Context,intent,context_rw
"It happens especially at me and my sister, and then she gets emotional and brings up the past. How should I deal with it? She is always stressed about her work and doesn't put her family first.",anxiety_worry,"Iyo ndwaye, numva ko hari ibintu byinshi byambayeho, ariko iyo ndwaye, numva ko hari ibintu byinshi byambayeho, kandi ko hari ibintu byinshi byambayeho, nk'uko nagiye mbikora, nkumva ko hari ibintu byinshi byambayeho."
"I'm in love with my own gender, and my parents are against that. I don't know how to tell them because I'm afraid they'll not want me anymore.",anxiety_worry,"Nkunda igitsina cyanjye, ababyeyi banjye ntibabyemera, sinzi uko mbwira abandi kuko ntinya ko batazankunda."
"I work two jobs and go to school for criminal justice. Over the summer, my father had a stroke. It was very devastating. My father isn't the same, and my family fights every day. I have been kicked out the house many times. I break down a lot.",sadness_low_mood,"Mfite akazi k'akazi k'uburyo bubiri, njya mu ishuri ryigisha ubutabera mu by'amategeko. Mu mpeshyi, data yagize ikibazo cy'ihungabana. Byari biteye agahinda kenshi. Data ntameze nk'abandi, umuryango wanjye urwana buri munsi."
She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.,sadness_low_mood,"Ubu afitanye ubucuti n'umukunzi we, amaze imyaka irindwi afatwa mu gihe cyo kwiheba no guhangayika mu by'imibereho."
"I keep being mean to my best friend, and I don't know why all the time. I did come to maybe some kind of conclusion that it is because my mother is mean to me all the time. Could that be a cause?",relationship_support,"Buri gihe nkomeza kuba umugome ku nshuti yanjye magara, kandi sinzi impamvu, ariko naje kubona ko ari uko mama ahora ankunda."
"My mom and I have been fighting a lot now, and I just want a good relationship with her.",relationship_support,"Ubu jye na mama turimo turwana cyane, kandi nifuza gusa kugirana na we imishyikirano myiza."
"I am a teenager, and my brother is a few years older. He has a girlfriend who is always with him. He never hangs out with me anymore. We were really close, and it is making me really sad.",sadness_low_mood,"Ndi ingimbi, kandi musaza wanjye aranduta, afite umukunzi uhora amuherekeza, ntacyongera kungendanira. Twari dufitanye ubucuti bukomeye, kandi birambabaza cyane."
"I've been hurt by a man for five years. He doesn't involve me with the family or kids. Everyone in the family is against me. There is a Mass today for a family member, and he never asked me to go. I'm to sit home alone now and Christmas too. He expects me to sit alone while he enjoys being with the family. We are in our 50s, and it hurts that he won't even think of me or involve me as part of the family. He doesn't even care. I am leaving him as soon as possible, but I hurt so bad that I didn't know who to turn too. I'm now in this low funk of depression, and I'm scared because I do stupid things to myself and give up. I have no friends because I was a truck driver. I've been getting serious headaches and can't sleep. I don't eat; I've lost my appetite. This has been going on for a couple weeks now.",sleep,"Hari umugabo unkomerekeje imyaka itanu. Ntaho anyura mu muryango cyangwa abana. Buri wese mu muryango aranyanga. Hari Misa uyu munsi y'umwe mu bagize umuryango, kandi ntiyigeze ansaba kujya. Ubu ngomba kwicara jyenyine mu rugo no kuri Noheli. Yiteze ko njya kwicara jyenyine mu gihe yishimira kuba mu muryango. Turi mu myaka 50 y'amavuko, kandi biramubabaza cyane ko atajya atekerezaho cyangwa ngo anyereke mu muryango. Ntabitayeho. Ndamusiga vuba uko bishoboka kose,"
"Hello, I have a cousin in my family who has been making me feel belittled, insecure, and frustrated during her stay here in the city. I know she comes from a place of love, but she has always been short-fused and highly temperamental if something doesn't work out the way she planned it. I have tried my best to coordinate plans with her, but she always ends up frustrated about the lack of communication I seem to have on my part and then makes condescending comments about my character that include: inconsiderate, negative, oblivious, and self consumed.    I have tried to talk to her openly about this, but it always comes back as an attack on my character and I have never heard these comments from anyone else before. I have been thinking a lot about her comments and whether I truly am an inconsiderate person who is not thoughtful, spatially aware of surroundings/people, or positive, but in the end, I am feeling awfully hurt about how this has affected our relationship.    What can I do?",self_care_coping,"Mwaramutse, mfite mu muryango wanjye mwene mama wambwiye ko ari umuntu w'umunyamwete, utumva afite umutekano kandi utumva ko afite agahinda mu gihe ari mu mujyi. Ndabizi ko akomoka ahantu h'urukundo, ariko buri gihe yagiye agira agahinda kenshi kandi akagira imyumvire irangwa n'ubushotoranyi iyo hari ikintu kitagenda uko yabiteganyije. Nakoze uko nshoboye kose ngo mpindure gahunda ze, ariko buri gihe arangiza agahinda kubera ukuntu ntashoboraga kuvugana n'abandi, hanyuma akandika amagambo y'ubugwaneza ku mico yanjye, harimo: kutitekerezaho, kwifata nabi, kwirengagiza, no kwifata uko ndi."
"I use to be so happy. No matter what, I always was happy. I got into a relationship with this guy. I love him so much. We’re both teenagers. The week after his birthday, my mom made me stop talking to him. It broke me. He came to my house and talked to her, and she let us date again but not see each other. He comes up to my school every day and it tears me apart that I have to lie to her.",relationship_support,"Njyewe nari ndishimye cyane. uko byagenda kose, nari ndishimye. Nagiye mu rukundo n'uyu musore. Ndamukunda cyane. Twese turi ingimbi n'abangavu. Icyumweru kimwe nyuma y'amavuko ye, mama yansabye kureka kumuvugisha. Byaranteye agahinda. Yaje iwanjye aganira na we, aratureka tukongera gukundana ariko ntitubonana. Yajya ku ishuri ryanjye buri munsi kandi biranshinja agahinda ko kumubeshya."
"I am always arguing with my father. He gets stressed over work and health and talks to me in a tone of voice that seems very demanding and seems more like yelling. I get upset often at this. Am I too sensitive? He always says I am overreacting but never seems to understand that he is hurting my feelings. No matter how often I try to tell him this, he never listens.",anxiety_worry,"Buri gihe mpora mpagarika umutima na data. Arambabaza bitewe n'akazi n'ubuzima, akambwira amagambo asa n'aho arushya kandi asa n'aho arushaho kurira."
"I am constantly having problems with the same two people who will always be in my life. I had a daughter with my ex-boyfriend. I am now married, and my husband’s ex-girlfriend is involved with my ex-boyfriend. They also have a daughter together. My issue is that there is always drama. I am pregnant, and I told my ex-boyfriend that I don't want any drama or arguments. I want to get along as much as possible, and he agreed. However, we just had an incident where my ex-boyfriend started discussing drop-off details about my stepdaughter. I told him that he needed to ask my husband because I can't make decisions about my stepdaughter regarding the matter. That led to an argument. I told him all my concern is when I pick up my daughter. My stepdaughter’s pick-up details are between my husband and his ex-girlfriend. I especially told him I didn't want to be involved. Somehow, he turned it around and then wanted to change the schedule we agreed on. He threatened me and got ugly because I wouldn’t discuss my stepdaughter’s matters with him.
   The point is there is so much drama. I try my best to get along with everyone. I don't understand where I went wrong (besides replying back to his question). I feel like I'm going crazy because this is a constant battle where everyone’s frustrations are taken out on each other, and it's the children that are hurting. I had a party planned for my daughter’s birthday, and my ex-boyfriend told me to cancel those plans because he wouldn’t let me have her. In my eyes, it’s the child that is hurting. I was throwing a party for her birthday, and because of the problem with stupid pick-up details about my stepdaughter, which I have no control over, he took it out on our daughter.",relationship_support,"Mfite ibibazo n'abantu babiri bazabana nanjye iteka. Mfite umukobwa n'umusore w'umuhungu wanjye. Ubu ndubatse, kandi umukunzi w'umugabo wanjye na we ari kumwe n'umusore w'umuhungu wanjye. Na bo bafite umukobwa umwe. Ikibazo cyanjye ni uko buri gihe haba hari imyidagaduro. Ndi inda, maze mbwira umusore w'umuhungu wanjye ko nta kibazo na kimwe nshaka cyangwa ngo mparanire. Nshaka kubana neza uko bishoboka kose, kandi yemeye."
"I am having a problem with extended family members who are inappropriately urinating in my home. They are peeing in cat litter boxes, bottles, and directly on floors and in corners of my house.
 Is there any literature that supports why such adults would behave this way? This is not a joke. I am trying to understand.",relationship_support,"Hari ikibazo mfite n'abagize umuryango wanjye bakora imibonano mpuzabitsina mu rugo rwanjye mu buryo butari bwo. Bakora imibonano mpuzabitsina mu masanduku y'ibyatsi, mu macupa, no mu nzu yanjye."
I am married to a beautiful lady. I love my wife with all my heart. We have 3 boys and I have a daughter from a previous marriage. We also have 3 grandchildren. Now this event is tearing us apart. I want our family to be together and happy. It was a mistake from so long ago. My wife wants to leave and I don't want that to happen I love her so much. Please help me save my marriage. Even my 3 boys want us to work it out. They love us both and want our family together. Please give me some advice or hope. Sincerely heart broken.,self_care_coping,Ndi umugabo mwiza. Nkunda umugore wanjye n'umutima wanjye wose. Dufite abahungu 3 n'umukobwa twabyaranye mbere. Dufite n'abuzukuru 3 ubu uyu munsi uratwitandukanya. Nifuza ko umuryango wacu waba umwe kandi wishimye. Ni ikosa ryakozwe kera cyane. Umugore wanjye ashaka kugenda kandi sinshaka ko biba. Ndamukunda cyane. Ndakwinginze umfashe kurokora urugo rwanjye. Ndetse n'abahungu banjye 3 bashaka ko dukemura ikibazo. Baradukunda twese kandi bifuza ko umuryango wacu uhurira hamwe. Ndabasabye kumpa inama cyangwa icyizere.
"I started dating a guy I met online. He told me that he registered sex offender but he didn't do anything. He took a plea to always register as sex offender and he did two years. That was more than two decades ago. Nothing on his record since. I always believe the past should be left in past. But my roommates, their family and my son are unforgiving. Should I forgive this man that I'm falling in love with or should I dump him? If I stay with him I will never see my family and granddaughter again.",relationship_support,"Nagiye gusohokana n'umusore nahuye na we kuri interineti. yambwiye ko yandikishije ko ari umukozi w'ibitsina ariko nta cyo yakoze. Yasabye ko buri gihe yandikisha ko ari umukozi w'ibitsina kandi yarabikoze imyaka ibiri ishize. Ibyo byabayeho imyaka isaga mirongo ibiri ishize. Kuva icyo gihe nta kintu na kimwe kiri muri dosiye ye. Buri gihe nemera ko ibya kera byagombye kurengaho. Ariko abo tubana, umuryango wabo n'umwana wanjye ntibababarire. Ese nagombye kubabarira uyu mugabo nkunda cyangwa nkamwirukana?"
"I'm having issues with my relative. The police never believe the experiences I have been through because I am only a kid. 
   I've even had trouble trying to reach a therapist because I said I wanted to get an adult to help me. Could you please give me advice?",self_care_coping,Mfite ibibazo n'umwe mu bagize umuryango wanjye. Polisi ntiyemera ibyo nahuye na byo kuko ndi umwana. Ndetse nagize ikibazo cyo gushaka umwarimu kuko navuze ko nifuza ko umuntu mukuru amfasha.
"The last of my emotions belong to my pets. Today my dad said he might get rid of them tomorrow. If that does happen I might dig hole in the ground with a paper that says ""here lays my emotions. R.I.P."" I practically have no emotions left and I came to the realization about this not being normal by comparing my reaction to certain situations to my family's. What's wrong with me?",relationship_support,"Ubu se yavuze ko ejo ashobora kubireka. Niba ari uko bimeze, nshobora gushukura mu butaka nkoresheje inyandiko igira iti ""aha ni ho ibyiyumvo byanjye biri. R.I.P"". Nta byiyumvo na kimwe nsigaye mfite, maze nsanga ibyo atari ibintu bisanzwe, nkigereranya uko mbyifatamo mu mimerere runaka n'iya umuryango wanjye. Ni iki kibaye kuri jye?"
"I have secrets in my mind, and I don't know what to do with them. I don't want to tell my wife and mom because I don't want to hurt them. But I'm not sure how long that I can keep the secret to myself. What should I do? It's becoming annoying and making me anxious. Help me out",overwhelmed_identity,"Mfite amabanga mu mutwe wanjye, sinzi icyo nkora na yo. Sinshaka kubwira umugore wanjye na mama kuko sinshaka kubababaza. Ariko sinzi igihe nzamara mbikomeza."
What makes a healthy marriage last?,relationship_support,Ni iki gituma ishyingiranwa rirangwa n'amahoro riramba?
"I found out today that my wife is cheating on me. I love her, but she won’t tell the truth even when I have proof. When I beg her to tell the truth, she yells, cusses, and gets a huge attitude.",relationship_support,"Uyu munsi namenye ko umugore wanjye anshuka. Ndamukunda, ariko ntashaka kumvugisha ukuri nubwo naba mfite ibimenyetso. Iyo ndamwingingiye ngo ambwire ukuri, araturika, aranseka, kandi agira imyifatire ikomeye."
"I'm always listening to my husband, but it feels like he never listens to me.    How do I get my husband to listen to me instead of me listening to him all the time?",relationship_support,"Buri gihe numvira umugabo wanjye, ariko numva atanyumva."
"Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family. However, now I am struggling to forget and forgive what happened. I feel like I cannot trust him. Without trust, I cannot stay in this relationship. On the other hand, I do not want my children to get hurt. I'm not sure how to move forward?",relationship_support,"Kuba ndamucumuyeho, ni ikintu ntashobora kwemera, ariko kubera ko dufite abakobwa babiri, niyemeje kudatandukanya umuryango. Ariko ubu ndwana n'uko nibagirwa ibyo byambayeho, nkaba numva ntashobora kumwizera."
"I love him, but he doesn’t show me love. He talks badly about me to his friends.",relationship_support,"Ndamukunda ariko ntampenda, ahubwo avugana nabi ku birebana nanjye n'incuti ze."
My father is in the hospital and was diagnosed with leukemia. I have been dealing with that all day. My husband keeps getting mad at me for things that I said.,relationship_support,"Data ari mu bitaro, bamusanganye indwara y'ubwonko bw'ikirere, kandi iyo mbyibutse, umugabo wanjye ahora ankurakariye."
"My husband took a job out of state for the next year and seems to be a different person. Before, he worked and slept, and on off days, he'd stay home because he didn't want to do anything else. Now he's going out with friends several nights a week while I'm still home working a 50 hours a week job and taking care of two kids by myself. He's suddenly saying he misses me and wants me to be his adored wife, but the whole time, I'm remembering how I've been emotionally starving for the last five years.",overwhelmed_identity,"Umugabo wanjye yafashe akazi hanze y'igihugu mu mwaka ukurikiyeho kandi asa n'umuntu utandukanye. Mbere yaho yakoraga, akaryama, kandi ku minsi y'ikiruhuko, yagumaga mu rugo kuko nta kindi yakoraga. Ubu ajya gusohoka n'inshuti ze nijoro rimwe mu cyumweru, mu gihe nanjye nkiri mu rugo nkora akazi k'amasaha 50 mu cyumweru kandi nkita ku bana babiri jyenyine."
"I decided to stay and work it out. I just don’t want to sit on the couch. Other than that, I have been getting over the situation. I don't feel it is fair that she expects me to sit on that couch and won’t leave me alone about it. I can move on and continue to love, laugh, and play with my wife. I just don't want to sit on that couch.",relationship_support,"Njyewe niyemeje kugumaho nkakora. Gusa sinshaka kwicara ku rubyiniro. Usibye ibyo, nagiye ndushaho kurengera iki kibazo. Numva ko bidakwiriye ko yitega ko nicara kuri urwo rubyiniro kandi ntampane wenyine. Nshobora gukomeza gukunda, guseka no gukina n'umugore wanjye. Gusa sinshaka kwicara kuri urwo rubyiniro."
I'm feeling different towards my husband. I feel I am growing from the relationship. I have been with my husband for six years and married for almost five. I just don't feel that connection anymore. I feel nothing. I don't know why or if I'm just being irrational.,relationship_support,Numva ntandukanye n'umugabo wanjye. Numva ko nkura mu mubano. Mfite imyaka itandatu ndi kumwe n'umugabo wanjye kandi ndubatse hafi imyaka itanu. Gusa sincyumva uwo mwunga. Sincyumva ikintu na kimwe. Sinzi impamvu cyangwa niba ndi kuba ntatekereza.
"I have an overwhelming desire to watch my wife have sex with another man. I talked to her about it, and she said she will do it for me. The idea excites me to no end, but I don’t want to because it disgusts me. How can I stop wanting it, or should I just give into it and do it? I’ve been struggling for years with this. It won’t go away. By the way, I am in my mid 30s and my wife is in her mid 40s.",overwhelmed_identity,"Mfite icyifuzo gikomeye cyo kureba umugore wanjye aryamana n'undi mugabo. Namubwiye ko azankorera. Icyo gitekerezo kiranshimisha cyane ariko sinkifuza kuko kinanira. Ni gute nakireka kugikunda, cyangwa se nagombye kugitangira?"
"My husband and I have been together since high school. We have been married going on for nearly ten years, and we have three beautiful children. A few weeks ago, my husband decided he need some time apart and moved over to his dad’s for a while. He comes home to see the kids and acts like there is not too much wrong. Can this marriage be saved or is it too late? He said he would go to counseling, so I don't think he has given up.",overwhelmed_identity,"Njye n'umugabo wanjye turi kumwe kuva mu mashuri yisumbuye. Twari tumaze imyaka igera hafi ku icumi dushyingiranywe, kandi dufite abana batatu beza. Mu byumweru bike bishize, umugabo wanjye yafashe umwanzuro ko akeneye igihe runaka cyo gutandukana maze ajya kwa se igihe runaka. Yagaruka iwabo kureba abana maze agakora nk'aho nta kibi kinini cyabaye. Ese uyu mubano ushobora kurokoka cyangwa se biracyari bitinze?"
"That phrase makes me crazy. It happens anytime I point out something to my husband that he needs to change, such as looking up from his iPad long enough for me to tell him the grandbaby almost pulled the shelf unit over or explaining to him that I got all the things he needs to bake a pie. Another example is when he opens the front door, the dog runs out if he doesn't pick him up. Over and over again, he lets the dog run out, and I am afraid he will get hit by a car.",anxiety_worry,"Iyo mvugo irantuma mpenda. Iyo mbwiye umugabo wanjye ikintu akeneye guhindura, nk'igihe cyose ndeba iPad ye ndamubaza ko umwuzukuru wanjye yari hafi gusohora ikaramu cyangwa nkamusobanurira ko mfite ibintu byose akeneye kugira ngo atege gato."
"My husband doesn’t trust me for some past we had. I know all marriages have their ups and downs, but sometimes, I feel I am getting tired of the same thing over and over: that I am messing around, which I am not.",sleep,Umugabo wanjye ntanyizera kubera ibihe bya kera twari dufite.
My husband cheated on me and it hurt me very bad. It was a time when my health was poor. I'm have a hard time moving on.,relationship_support,"Umugabo wanjye yaransenze, kandi byambabaza cyane."
"I have been with my husband for almost 7 years. We got engaged a little after 5 years of being together. I had always been clear that I wanted to get married and I sadly would drop hints about how i wanted him to propose.  When he did propose it was during a random vacation that I had planned. I was happy but I couldn't help feeling disappointed too. I had told him numerous times before that I wanted him to do it in front of my friends and family. I know it sounds dumb to be upset but I couldn't help how I was feeling. We are now married but the wedding and ring were also far from what I wanted and it wasn't due to lack of funds. I know this is all material and the marriage is the most important thing but I cant help but get jealous and envious every time I see someone get a proposal or wedding that I had wanted. I cant help my anger because I know we only get one proposal and one wedding. What I wanted will never happen. I have been working on my feelings for the past year and half to get over it. I try to focus on our marriage but every time I see someone have the best proposals and weddings I get upset. I know it is selfish and I know its petty but I just can't control it. It's ruining our relationship because I constantly think about it. Plus, I get mad at him for small things because I am trying to hide the fact that I am so disappointed.  Why can't I move on?",sadness_low_mood,"Njye n'umugabo wanjye tumaze imyaka hafi irindwi. Twarashatse gato nyuma y'imyaka 5 turi kumwe. Nari narashatse nshaka gushyingirwa kandi nicuza ko nari ngiye kumwereka uko nshaka ko ambwira ko nshyingiranwa. Igihe yamusabaga ko nshyingiranwa, ni mu biruhuko by'amahirwe nari nateguye. Nari ndishimye ariko sinashoboraga kwihanganira kwiheba."
"I've been bulimic for about 6 years now. I'm in my early 20s. I am about to start back to school to become an RN, and I really need to get better once and for all.    I lose control of myself and become angry and anxious and just eat and purge. Over and over. Can someone please point me in the right direction for help?",overwhelmed_identity,"Ubu maze imyaka 6 mfite indwara yo kubura ibyiyumvo. Mfite imyaka 20 n'amabyiruka. Ndimo ntangira gusubira mu ishuri kugira ngo mbe umutoza w'imiti, kandi rwose ngomba guhita ndushaho kumererwa neza. Ndatakaza imbaraga zo kwiyobora, nkaba ndakara, nkaba mfite impungenge, nkajya ndya kandi nkasukura."
"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?",self_care_coping,"Mfite ikibazo cyo kurya cyane cyane mu gihe mfite stress. Ndya cyane kandi numva mfite isoni n'agahinda ku buryo njya mu nzu y'imikino ngororamubiri nkagerageza gukora siporo. Mfite imyaka 20 irenga, kandi kuva nkiri ingimbi, ndacyabigerageza."
There's this boy who asked me out awhile ago. I said no because my friends and family would think weirdly of me. How do I be with him and tell him and tell my friends?,relationship_support,"Hari umuhungu wansabye gusohokana na we kera, maze ndamusubiza nti ""oya"" kuko incuti zanjye n'abagize umuryango wanjye bari kunyitotomba."
"I have suffered many things at home and school. We never went to the doctor to diagnose depression or anything like that, but I always feel like a part of my heart is missing. I try to fill it in with objects or, in this case, a woman.",sadness_low_mood,"Hari ibintu byinshi nagiye mpura na byo mu rugo no mu ishuri. Ntitwigeze tujya kwa muganga kugira ngo tumenye ko mfite agahinda cyangwa ibindi bintu nk'ibyo, ariko buri gihe numva ko hari igice cy'umutima wanjye kimbuze."
"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?",relationship_support,"Mfite inshuti nahoranye, ni gato, maze duhinduka incuti nziza, maze mu mpera z'icyumweru mporana na yo, maze ibyo bibabaza umukunzi wanjye."
"I've been with my partner for 4 years. She's given me no reason not to trust her. But lately I've been overreacting a lot when she's just doing normal things. I think it's triggering my bad past relationships.
   How can I get rid of these insecurities and be more trusting with her?",relationship_support,"Mfite imyaka ine ndi kumwe n'uwo twashakanye, nta mpamvu n'imwe yampaye yo kumwizera, ariko muri iyi minsi, iyo akora ibintu bisanzwe, ndushaho kurenza urugero, mbese, mbona ko bituma imishyikirano mbi nari mfitanye n'uwo twashakanye itangira."
I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,self_care_coping,"Mfite umubano w'igihe kirekire n'umukunzi wanjye, maze umwaka urenga. Mu cyumweru gishize yemeye ko afite ibyiyumvo ku wundi musore. Avuga ko ari urukundo gusa ariko sinzi uko mbyitwaramo."
I'm having relationship problems and I want to fix them to make things right before I lose her. How can I learn how to listen and get myself together?,overwhelmed_identity,"Mfite ibibazo by'imishyikirano, kandi nifuza kubikemura kugira ngo ibintu bibanze neza mbere y'uko mpita ndamuheba."
I told him I liked him. He called me lovely and pretty but he said he didn’t want a relationship. He would always flirt with me.,relationship_support,"Namubwiye ko namukundaga, ko ari mwiza kandi ko ari mwiza, ariko ko atifuzaga kugirana imibonano mpuzabitsina, ko buri gihe yanshakana n'umuntu."
"I'm in a long-distance relationship with my ideal man, but I'm not as attracted to him as I should be. Everything else is perfect about him, but I find myself lusting over more attractive men. The next step is marriage, but I want to marry someone who I can wake up to and fall in love with all over again. However, I also don't want to throw away a great relationship over what might just be lust. Am I asking for too much in the ""perfect guy""? Is there such a thing? Am I truly in love?",overwhelmed_identity,"Ndi mu mubano w'igihe kirekire n'umugabo wanjye w'ikirenga, ariko sinshishikazwa na we nk'uko nagombye kuba. Ibindi byose biramushimisha, ariko nsanga nishimira abagabo bakundwa cyane. Intambwe ikurikiraho ni ugushyingiranwa, ariko nifuza gushaka umuntu nshobora gukundana na we maze nkongera kumugarukira. Ariko nanone, sinshishikazwa no gutakaza umubano mwiza kubera ibyo bishobora kuba ari irari gusa."
"I met this girl in high school. She had switched schools at the end of the year, and I have not seen her since. It's been a few years. We had a very good and friendly relationship, and we seemed to have a lot in common. I never gained the courage to ask her out.",relationship_support,"Hari umukobwa nahuye na we mu mashuri yisumbuye. Yari yarahindutse mu mpera z'umwaka, kandi kuva icyo gihe sinongeye kumubona. Haraciye imyaka mike. Twari dufite ubucuti bwiza kandi twagiranaga ubucuti, kandi twasaga n'aho dufite byinshi duhuriyeho. Sinigeze ngira ubutwari bwo kumusaba ko tuzabana."
"I was never single, afraid to be alone, and I looked for my boyfriend to make me happy. I finally worked on my self, was in a relationship, and I did everything a healthy girlfriend does and it didn't work out. Now months later, no man peaks my interest. Am I ready to date again? Is there a reason no one sparks my interest?",sleep,"Sinigeze mba umuseribateri, ntinya kuba jyenyine, nshaka umukunzi wanjye ngo anshimishe. Amaherezo narakomeje kwiyihatira, ngira umubano, nkora ibyo umukunzi mwiza akora byose ariko ntibyashobotse. Ubu hashize amezi menshi, nta mugabo n'umwe unshishikaza. Ese niteguye kongera gukundana?"
"My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night.",relationship_support,"Buri gihe umukunzi wanjye avuga ko arangije kunkurikirana, akomeza kugenda, ariko nyuma y'ijoro akomeza kuba hano, akabyuka mu gitondo, akigira nk'aho nta kintu na kimwe kibaho, kandi akajya asubiraho buri joro."
I was with my boyfriend for years on and off. We dated and broke up three times. Since we broke up five months ago I can't move on. I want to get back together but he won't talk to me. What should I do?,relationship_support,"Nari maze imyaka myinshi ndi kumwe n'umukunzi wanjye, twarasohokanye, turatandukana inshuro eshatu, kuva aho dutandukaniye mu mezi atanu ashize, sinshobora gukomeza kubaho, nifuza kongera kubana ariko ntiyanvugana nanjye."
"I really like this guy and I think he likes me back, but his sister is my bestfriend. I'm afraid that if I tell her I have a crush on her brother she would loose it. I once told her I thought her brother was cute and she got really angry. I've gotten to know her brother better lately and I've realized he may actually feel the same way. I don't want to lose her friendship. What do I do?",anxiety_worry,Njyewe ndamukunda cyane kandi ndumva nanjye ankunda ariko mushiki we ni umukunzi wanjye mwiza. Mfite ubwoba ko ndamubwira ko nshaka musaza we azamwica.
"I feel like I took our relationship for granted and he's now to the point that he's giving up.
   I have had trouble feeling like I could trust him but he's given me no reason not to trust him. I know my attitude is also a big issue for him. I have a lot of obligations at home so we don't spend a lot of time together.    How can I fix this relationship?",relationship_support,Numva ko nafashe umubano wacu nk'aho ari ikintu cyumvikana kandi ubu ari ku rugero rwo kureka. Nagize ikibazo cyo kumva ko nshobora kumwizera ariko ntiyampaye impamvu yo kutamwizera.
"Whenever I sing along with a song that I like (even if it's just for the beat and not the lyrics), my boyfriend assumes that the words of the song mean something negative about our realationship.    I don't why he gets so mad and assumes I mean something negative from every song. Now I can't enjoy and sing a song without him thinking I'm trying to give him a hint. He even accuses me of cheating and lying. It's driving me nuts. I love him and would never do such an awful thing ever. How can I get him to understand?",relationship_support,"Buri gihe iyo ndirimba indirimbo nkunda (nubwo ari kubera umuvuduko gusa atari amagambo), umukunzi wanjye atekereza ko amagambo y'indirimbo asobanura ikintu kibi ku bucuti bwacu. Sinzi impamvu arakara cyane kandi atekereza ko nsobanura ikintu kibi kuri buri ndirimbo. Ubu sinshobora kwishimira no kuririmba indirimbo ntatekereje ko ndimo ndamuha igitekerezo. Ndetse anshinja ko ndyarya no kubeshya. Biranshuka. Ndamukunda kandi sinzigera nkora ikintu kibi nk'icyo."
"I have a lot of child custody concerns, financial issues, insecurities and weigh gain. I also have no local family support. It's hard for me to stay positive. I get very emotional and take it out on the people I love. How can I stay strong?",relationship_support,"Mfite ibibazo byinshi byo kurera abana, ibibazo by'amafaranga, umutekano muke no kugira ibiro byinshi. Nta nshuti mbifite. Birangora gukomeza kugira icyizere. Ndumva mfite ibyiyumvo byinshi, nkaba nishimye ku bantu nkunda."
"My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more.
   I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?",relationship_support,Umukunzi wanjye aherutse gutangira gusabana cyane n'umwe mu nshuti ze yamukoreye nabi kera maze akamusiga gusa. mu myaka 3 ishize ni njye n'umukunzi wanjye gusa. Ibintu byagenze neza kugeza mu kwezi gushize. ubu aranyihakana kandi arandikirana ubutumwa kandi arushaho gusabana n'umukunzi we. sinzi icyo nkora. umukunzi wanjye ari kure cyane. mbasha kumwirinda nte?
"My boyfriend and I have been dating for almost 2 years. I've been really sad lately and for the past few months I've realized I'm just way too dependent on him. It makes me really upset to be so dependent on someone else, but I can't help it. I don't even know who I am without him.
   How can I be less dependent on my him?",sadness_low_mood,"Njye n'umukunzi wanjye tumaze imyaka igera kuri ibiri dukundana. Mperutse kubabazwa cyane kandi mu mezi make ashize, nabonye ko nifuza kumwifashisha cyane. Birambabaza cyane kuba mbikeneye cyane, ariko sinshobora kubikora. Sinzi n'icyo ndi cyo ntamufite."
"I feel so alone. I have so many people around me, but it seems as they just listen and dont understand. They say it will all be okay, or they don't listen to me st all. Everyone says they are here for me but it doesn't feel like they are. Why do I feel so alone?",relationship_support,"Numva ndi jyenyine. Mfite abantu benshi cyane banzengurutse, ariko bisa n'aho bumva gusa ariko ntibumve. Bavuga ko byose bizagenda neza, cyangwa se ntibumve. Buri wese avuga ko ari hano kundondera ariko numva atari byo. Kuki numva ndi jyenyine?"
"We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, and I don't want a broken family because we can't communicate.",relationship_support,"Twari tumaze imyaka itatu turi kumwe. Twaraganiriye, arangiza ambwira ko atankunda. Biramubabaza kuko nifuza cyane gukemura ikibazo, kandi akomeza kucyitaho nubwo naheba ibyo yakoze nkavuga ko nicuza. Ibyo byakemuka bite? Dufite abana, kandi sinifuza ko umuryango wavunika kuko tudashobora gushyikirana?"
